,Customer Views,Beer Selection,Group Experience,Ambience,Burger
Roy-Pitz Barrel House,15.20959238242358,42.965046097524464,26.763532775454223,44.18404962681234,23.803110290318727
Punch Buggy Brewing,1.3890945287421346,8.900502040050924,2.4566848799586296,7.2876793667674065,3.736305900849402
Separatist South Philly,2.1476478753611445,8.451984839513898,1.153044356033206,7.625237189233303,0.4736268809065223
Fat Lady Brewing,1.5120464116334915,2.8752965107560158,0.5885171145200729,0.9501325264573097,0.04457980766892433
Brew Link Supply,0.04393116757273674,4.592385768890381,0.2993112802505493,0.0,0.0
Ram Restaurant & Brewery,88.67053620610386,53.296947713941336,62.44351630471647,71.37537695933133,93.49438529089093
Scotty's Brewhouse,74.20968269836158,48.818902134895325,27.759100834839046,60.25551449600607,69.02579923905432
Goose Island Brewhouse,30.824744645506144,35.52589539717883,21.08845414966345,39.65350785572082,21.03147487808019
The Patio,0.5301022287458181,4.88267719745636,0.29898466542363167,3.7299385368824005,0.4569792803376913
Goodwood Indy,13.200651410035789,11.381323729641736,15.02133491076529,11.699184099212289,24.166272566653788
Dock Street Brewery,111.97505235578865,134.16505853366107,49.89474382903427,166.35613143537194,102.07019620388746
Urban Village Brewing Co,29.800520414486527,29.629463946446776,31.27365044783801,85.10379701759666,53.68863636534661
Soju Biergarten,1.1820900356397033,1.0342764258384705,1.0093104550614953,2.0682076662778854,0.6645804774016142
Parks On Tap-Azalea Gardens,0.8846420040354133,3.0941265672445297,0.4170121820643544,2.327238842844963,0.24300046265125275
Brew Link Brewing,3.156234238296747,9.37240810599178,4.666329731233418,11.858193750493228,14.632689025253057
Bar Hygge,43.40400318894535,58.09577938821167,65.66325538326055,126.32634121645242,107.85902223363519
Rad,3.7075679106637836,7.811192294582725,2.0433061607182026,5.881533486768603,1.4333563335239887
MashCraft on Delaware,5.777887878008187,37.71468655951321,7.857446734793484,28.638042227365077,4.325570574961603
Evil Genius Beer,34.509832272306085,123.48821366671473,29.537251559086144,85.60123299062252,12.731053110212088
Piazza Pod Park,3.9014973286539316,9.997183914296329,1.937128845602274,8.713293194770813,2.339267930947244
Old City Beer Garden,7.596318583935499,10.021892599761486,7.149864247068763,14.766179841011763,3.118592123501003
Nicoletti Beverage Center,1.5517326593399048,2.4625573456287384,0.16524137556552887,0.7430480122566223,0.0
Dock Street Brewery South,19.75397082604468,30.05309323873371,9.519746487028897,28.22135920729488,11.794017284177244
BRÜ Craft & Wurst,132.0739100361243,90.35340187512338,70.67429018765688,171.76261428371072,69.41148063261062
William Street Common,23.93287412263453,13.911761611700058,9.078228015452623,12.002587398514152,17.73063138127327
Balcony Bar @ The Kimmel Center,2.0517112109810114,3.219885092228651,2.073805995285511,1.4030600488185883,1.2211316376924515
Final Gravity Homebrew Supply,4.499533414840698,3.044721081852913,0.6351466104388237,0.6597617119550705,0.08075688034296036
Guggman Haus Brewing Co,4.619085686281323,48.98380540218204,10.050433879718184,35.00655544176698,4.548013709485531
Rock Bottom Restaurant & Brewery,39.93823725171387,21.062109380029142,22.600004952400923,22.975266316905618,30.629288128577173
Indiana City Brewing,13.364788696169853,90.79314926452935,15.954465572722256,35.909120853058994,1.5218518069013953
Tuxedo Park Brewers Supply,1.0206002984195948,6.118201792240143,0.6565700247883797,0.12800259236246347,0.024631288833916187
St. Joseph Brewery & Public House,72.09127652831376,130.67489519063383,75.4783460367471,131.58712741918862,125.41749597806484
Bruno's,39.40776555519551,12.04290390945971,12.50976190250367,21.51426183618605,29.801809289492667
The Black Acre Loft,0.5927287396043539,9.614441104233265,0.9239953234791756,5.2087222635746,0.5016219383105636
Outliers Brewing,1.603932537138462,12.90880435705185,0.5205132775008678,1.6714913304895163,0.16362702660262585
Sun King Brewery,25.31759861856699,251.14220190700144,33.25832689926028,59.557937199249864,8.346306182444096
Mainstay Independent Brewing,2.1241385377943516,10.306288566440344,2.9378668339923024,6.3454405488446355,2.123706699348986
Philadelphia Brewing Company,12.133168353699148,97.06499802414328,16.193731871433556,22.384588895365596,2.010302919894457
Blind Owl Brewery,122.66014763526618,57.806159956380725,83.53151594661176,135.85247584898025,81.19592304062098
Two Sisters Cakery & Bakery,1.5943012088537216,2.4341386556625366,1.1670015901327133,0.055936213582754135,1.7098121382296085
Barley Island Restaurant and Brewhouse,2.344483006745577,2.692639412358403,1.016130343079567,1.8961554020643234,1.996210291981697
1518 Bar & Grill,41.30647458136082,17.763542449101806,46.98368669208139,61.064721217378974,53.21238343138248
Triple Bottom Brewing,4.87302281614393,17.410162096843123,3.9695622716099024,14.321040068753064,2.040450277738273
Crabby Cafe and Sports Bar,48.124976767227054,16.087104781530797,17.470294384285808,34.49094954691827,38.009229036048055
Fishtown Brewpub,18.52852075267583,19.592583548277617,17.329701215028763,21.761565623804927,18.115065653808415
The Garden,0.8606323972344398,2.68178653717041,1.0708154439926147,2.171430006623268,0.13010385632514954
Mayfair Taproom,4.564556206576526,9.294102764688432,5.071198618970811,16.58876297622919,9.185345293954015
Sun King Broad Ripple,13.94527324847877,27.61726270057261,14.624116009101272,19.73150058183819,27.429292514920235
Saint Benjamin Brewing Company,9.453718702308834,29.912781361490488,11.249118409119546,22.916653368622065,10.857241965830326
Tired Hands Biergarten,2.213688999414444,9.088402792811394,0.850625560618937,3.5268584638834,0.19928127340972424
Brugge Brasserie,102.75302428752184,89.74443224258721,48.90073318686336,135.42139483522624,224.4793619196862
Scarlet Lane Brewing Gastropub,9.813616298139095,39.09376607649028,13.891185933724046,37.873593773692846,20.285864107310772
Upland Brewing -  Fountain Square,21.271746700629592,33.09066751319915,20.541182168759406,40.92292926553637,26.243938118219376
Edelweiss Restaurant,4.353483933955431,5.624742621555924,5.7707949467003345,10.345548577606678,9.714115621522069
BrewDog Indianapolis,14.22704167291522,33.55903634428978,23.4695832002908,39.64173958543688,26.244498258456588
Philly Homebrew Outlet West,1.8659298419952393,5.572299413383007,0.8583607822656631,0.4271391984075308,0.15381298772990704
Books & Brews - South Indy,3.1459211045876145,11.61653957888484,2.246378969401121,7.096331462264061,2.7241207184270024
Parks On Tap,6.91743878275156,16.219087603501976,2.627367915585637,6.191624752245843,1.818794204853475
The Tap,86.45267732534558,77.67723916191608,74.69493394345045,159.3940097251907,78.57633834891021
The Koelschip,7.712670962326229,41.20714479777962,4.953996701166034,15.650415470823646,0.932218587026
Independence Brew Pub,0.9959534034132957,2.1537056397646666,0.12128798477351665,1.3273975551128387,0.3869431857019663
Milo - The Meeting House,7.573259663768113,2.5539770210161805,3.2258706372231245,6.6489349994808435,3.8461591629311442
Thr3e Wise Men Brewing Company,80.90268442500383,99.57000514958054,50.668574501760304,88.7247512228787,84.86237382516265
Brewers Outlet Of Mt. Airy & Chestnut Hill,5.281220334582031,15.178062483668327,1.0144924614578485,5.229668257758021,0.07064566854387522
New Ridge Brewing,3.390992837958038,10.196502889506519,7.265106259845197,22.801522685214877,9.908024225383997
Brew,33.89006424322724,112.46808914095163,6.586631806567311,48.48824180383235,14.994969619438052
PHS Pop Up Garden - East Passyunk,1.9004836101084948,2.6077281944453716,0.7050229944288731,5.686985455453396,1.010256570763886
Front Street Cafe,141.6109295487404,55.20341242291033,119.02483806014061,206.17720349133015,218.4340403256938
Holiday Beverages,1.2835380574688315,2.3733976781368256,0.5984776886180043,0.6436127237975597,0.06541555002331734
Upland Brewing Co Tasting Room,23.285985781811178,75.05181213095784,18.962663056328893,41.40006440412253,22.917691519483924
Black Circle,7.481724286451936,48.915819886140525,10.867208829149604,28.903800077736378,5.017283138819039
Iron Hill Brewery & Restaurant,65.16736479755491,37.88778801634908,82.75649496447295,72.4111212156713,71.34348765481263
Fishtown Hops,6.261376388370991,2.9034398356452584,3.2862360198050737,5.476594261825085,0.9285020157694817
Independence Beer Garden,105.84933358989656,128.59122345224023,72.69097832031548,172.07623067311943,36.32629375625402
Chilly Water Brewing Company,34.89768093172461,70.00806538760662,33.46002594381571,58.920378969050944,35.0371860396117
Triton Brewing Company,20.53809156548232,67.76370236370713,15.095107398927212,34.092500920407474,16.38957689050585
Chase's Hop Shop,15.552614069543779,22.461830565705895,6.793820044025779,50.25774432439357,22.948812695220113
